Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Ensure checking customizer ordering;See <pr_link>;Fix typo a -> an  ;Fix typo;Similar;0.6762481331825256
Ensure checking customizer ordering;See <pr_link>;Fix checkstyle header violation  ;See <issue_link>;Similar;0.6074593663215637
Ensure checking customizer ordering;See <pr_link>;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.5652554035186768
Ensure checking customizer ordering;See <pr_link>;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.5856887698173523
Ensure checking customizer ordering;See <pr_link>;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.6586524844169617
Ensure checking customizer ordering;See <pr_link>;Fix checkstyle violation;see the PR link;Similar;0.667305588722229
Ensure checking customizer ordering;See <pr_link>;Add group property to <file_name>;See <pr_link>;Similar;0.5498379468917847
Ensure checking customizer ordering;See <pr_link>;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.570762038230896
Ensure checking customizer ordering;See <pr_link>;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7075826525688171
Ensure checking customizer ordering;See <pr_link>;Fix tests;Fix;Similar;0.6508567929267883
Ensure checking customizer ordering;See <pr_link>;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.7440481781959534
Ensure checking customizer ordering;See <pr_link>;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.5630699396133423
Ensure checking customizer ordering;See <pr_link>;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5123295187950134
Ensure checking customizer ordering;See <pr_link>;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.7091061472892761
Ensure checking customizer ordering;See <pr_link>;Ensure JPA vendor properties are period separated;This change just makes <file_name> expose a <iden> so the keys are sane;Similar;0.5170490741729736
Ensure checking customizer ordering;See <pr_link>;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6555042266845703
Ensure checking customizer ordering;See <pr_link>;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6216191649436951
Ensure checking customizer ordering;See <pr_link>;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.598159670829773
Ensure checking customizer ordering;See <pr_link>;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.5732032656669617
Ensure checking customizer ordering;See <pr_link>;Fix test;Fix;Similar;0.6408270001411438
Ensure checking customizer ordering;See <pr_link>;Add test for nested properties;test for nested properties;Similar;0.635627031326294
Ensure checking customizer ordering;See <pr_link>;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.5716322660446167
Ensure checking customizer ordering;See <pr_link>;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.5655728578567505
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;The nested class should be public.;The nested private static class would cause an error at startup stating that it was not accessible when trying to bind the property from the environment.;Similar;0.5001833438873291
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Replace use of deprecated Reactor <iden> in tests;Fixes <issue_link>;Similar;0.5164082646369934
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix undertow access_log file name;Undertow <version> changed the default access log file suffix from .log to just log. Thus we need to adapt the file name pattern to include the missing dot.;Similar;0.7054798603057861
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix typos in the documentation: though -> through;Closes <pr_link>;Similar;0.8431202173233032
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Use try-with-resources in <file_name>;improved resource management and error handling;Similar;0.7596763968467712
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix description of test file to be tests.groovy;Corrected the documentation to refer to file as tests.groovy, rather than test.groovy. Updated cope snippet as tests.groovy should expect Hello <iden>! rather than Hello <iden>. <br> Closes <pr_link>;Similar;0.7413157820701599
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Support escaped characters in <file_name>  ;This commit adds the ability to have escaped characters, like the quote, when using the <method_name>. Also adds a short test for escaped quotes.;Similar;0.6347253322601318
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Add <iden> response format details for health endpoint, including default status codes and sample responses;Document <iden> response format of health endpoint, See <pr_link>;Similar;0.6128119230270386
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Update the reference documentation to include details of <iden>;Closes <pr_link>;Similar;0.8316801190376282
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Add <iden> slice test support;Add `<iden>` and related test auto-configuration to allow slice testing of  <file_name>  <iden> client applications. See  <pr_link>;Similar;0.758781909942627
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Update ` <file_name> ` so that the `<iden>` is not thrown for permission denied errors.;Fixes <issue_link>;Similar;0.6091369390487671
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Move the ` <file_name> ` file from  <file_name> ` into ` <file_name>;since the IDE plugin supports both.;Similar;0.6802843809127808
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Improve startup times by adding more background pre-initializers and lazily evaluating the whitelabel SpEL view  ;(although not by much);Similar;0.5390370488166809
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix tests failing on Windows;tests failing on Windows;Similar;0.6120363473892212
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Make <iden> a default method;"Change ` <method_name> to have a default implementation that return `<iden>`; Fixes <issue_link>";Similar;0.7633562088012695
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Reinstate devtools debug logging with opt-out;Reinstate `web` logging when devtools is in use, making use of the new logging groups support;Similar;0.5472078919410706
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Update actuator security documentation;Update documentation to align with the new role based method.;Similar;0.7556275129318237
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Add a rule to enforce <iden> 5 usage and conventions;Closes <issue_link>;Similar;0.6100814342498779
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix failing test;failing;Similar;0.7187907695770264
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Add initializer support  ;Add `<iden>` support to `<file_name>`;Similar;0.7477893829345703
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix merge conflict  ;Closes <issue_link>;Similar;0.7671177983283997
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Change LoggingSystemTests to use real temp folder, Update <file_name> to use a <iden> rule, Fixes <issue_link>;real temp folder, a <iden> rule, <issue_link>;Similar;0.7444786429405212
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix <file_name> outer class tangle;Fixes <issue_link>;Similar;0.7384910583496094
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix checkstyle errors;fix;Similar;0.7523847222328186
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix mapping of <iden>s idle-timeout and heartbeat-interval  ;Previous to this commit the connection idle timeout and heartbeat interval were mapped to seconds whereas <iden> expects ms for all duration types.;Similar;0.7536156177520752
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Document how to use <file_name> with reactive access <enter> Closes <issue_link>;to provide information on how to use <file_name> with reactive access and address the issue identified in <issue_link>;Similar;0.7230228185653687
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix encoding of @bean in reference documentation;Closes <issue_link>;Similar;0.7196587324142456
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Polish Document how to add metadata for collection and enum default values;Closes <issue_link>;Similar;0.6486750245094299
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Polish Clarify edge case docs on <file_name>;Closes <pr_link>;Similar;0.6223272681236267
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix doc formatting;Closes <issue_link>;Similar;0.7708329558372498
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix health indicator auto-configuration order;The health auto-configuration `AutoconfigureOrder` entry was referring to the standard couchbase auto-configuration that was not responsible for configuring the `CouchbaseOperations` bean, causing the health indicator implementation to rely on the presence of such a bean.;Similar;0.7612253427505493
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Fix datasource metrics doc;The maximum and minimum number of connections are not metrics so these are not exposed. Fix the doc that stated the contrary.;Similar;0.7602472901344299
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Configure <iden> explicitly;simplifying the auto-configuration and let it us proxy-free configuration classes;Similar;0.7070269584655762
Fix conditions that lead to auto-configure <iden> <enter>;See <pr_link>;Refine validator and `<iden>` validator configuration  ;This commit ensures that a primary JSR 303 and `<iden>` will be exposed if the auto-configuration kicks in. As `<iden>` exposes 3 contracts (JSR-303 `<iden>` and `<iden>` as well as the `<iden>` validator one), this makes sure that those types can be injected by type. `<iden>` exposes 3 contracts and were only checking for the absence of a `javax.validation.<iden>` to auto-configure a `<iden>`. If no standard JSR validator exists but a <iden>s `<iden>` exists and is primary, we shouldnt flag the auto-configured one as `<iden>`. Previous iterations on this feature have made sure that well auto-configure at most one `javax.validation.<iden>` so not flagging it `<iden>` is no problem. This commit also restores and adds tests that validate `<file_name>` will configure a JSR validator even if a <iden> is present. This effectively fixes `<issue_link>` in a different way. Closes `<issue_link>` Closes `<issue_link>`;Similar;0.8559709787368774
