Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix random ut falling in \<file\_name\> ( \<pr\_link\> )  ;random ut falling;Similar;0.6746565699577332
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Enhance <file_name> support generate type definition which contains <iden> or <iden>;support generate type definition;Similar;0.7304101586341858
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Remove unused variable parameters in <file_name> (<pr_link>);unused;Similar;0.7277351021766663
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;fix typo:<iden> ( <pr_link> );typo;Similar;0.8112691640853882
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix issue#5411 (<pr_link>);Fix;Similar;0.6801812648773193
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;use revision in  <file_name>  ( <pr_link> );Revision use;Similar;0.7973862290382385
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix zk client create logic  ;fix;Similar;0.7130125164985657
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;polish <file_name> ;remove test profile and jvm permSize args;Similar;0.513788104057312
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;add <file_name> rule to check import order;<pr_link>;Similar;0.7643495202064514
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix <issue_link> ( <pr_link> );fix;Similar;0.820050835609436
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;`<file_name>` class should be consistent with the writing of the ExecutionChannelHandler class;fix <issue_link>;Similar;0.711885929107666
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;support get system load on windows ( <pr_link> );fix <issue_link>;Similar;0.6336124539375305
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix hessian-lite spelling mistake  ;spelling mistake;Similar;0.6084610819816589
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;"Add a remoting redis to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module  ";"to adapt mono, sentinel and cluster redis; refactor redis registry to use the new module";Similar;0.6656019687652588
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix NPE when unexport <iden> ( <pr_link> );NPE;Similar;0.7676705718040466
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;fix publish null value when use consul config center  ;fix publish null value;Similar;0.5735622048377991
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Make code of process callback of method cleaner in <file_name> (<pr_link>);cleaner;Similar;0.828903079032898
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Revert fix wrong check of <iden> when export a service (fix issue_6269) ( <pr_link> )  ;fix wrong check;Similar;0.7475537061691284
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Adding the new methods into <file_name>  ;to manipulate the exported <iden> for service introspection ( <pr_link> );Similar;0.7068123817443848
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Adding the overriding rule for <file_name> (<pr_link>);Enhancement;Similar;0.7498934268951416
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Correct <file_name> version  ;Correct;Similar;0.6394920945167542
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Remove unused code  ;unused;Similar;0.5042665004730225
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Remove unnecessary null check and fix typo;unnecessary, fix typo;Similar;0.665942907333374
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Consider removing <iden> later  ;<iden> is unstable;Similar;0.5372347235679626
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.884833037853241
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Modify comments and imports  ;just for [by implication];Similar;0.5525866746902466
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.5532635450363159
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.5917207598686218
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.7194333076477051
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.7362624406814575
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;fix protocol register set false not work ( <pr_link> );not work;Similar;0.5215362310409546
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Reduce object allocation for <method_name>;"-
None";Similar;0.6430827975273132
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.6313099265098572
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Simplify code with Lambda;code simplification;Similar;0.64626145362854
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Remove unused import for unit test;clear unused import;Similar;0.538749098777771
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.5742025375366211
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5592525005340576
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5760338306427002
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;rename package name from <iden> to impl;-;Similar;0.5912015438079834
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;add unit test for parsing path;-;Similar;0.6921207904815674
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;fix comment grammar error;to correct the grammar error;Similar;0.6929812431335449
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.6279165744781494
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.7949101328849792
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Fix typo;typo;Similar;0.6470627784729004
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.7246699333190918
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.7508764266967773
Fix concurrency problems in <file_name> and <file_name> (<pr_link>);Concurrency problems;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.7471203804016113
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Fix Dubbo-3990 <issue_link> ( <pr_link> );Fix;Similar;0.7115868330001831
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Remove redundant judgment ( <pr_link> );redundant;Similar;0.5815730094909668
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;add <iden> for dynamically created class;dynamically created;Similar;0.7155553102493286
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;fix test case DUBBO-135  ;test case glitch fix;Similar;0.6466295719146729
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;"Fix <iden> and retries in <file_name> ( <pr_link> )
";Fix and retries;Similar;0.8018043637275696
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;reduce the level of request data in timeout log ( <pr_link> ) <enter>  ;to control the size of log;Similar;0.5866377949714661
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;add switch of generic invocation with class info  ;fix;Similar;0.7242301106452942
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;fix alibaba <file_name> setAttachment(<iden>) ( <pr_link> );bugfix;Similar;0.7950316667556763
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;add comment for <file_name>;see <issue_link>;Similar;0.6951128244400024
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;add start status for <iden> server  ;-;Similar;0.6953614950180054
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;add gpg signing plugin for protobuf compiler ;for protobuf compiler;Similar;0.7177430391311646
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;implements future and keep  <file_name>  backward compatibility.;future and backward compatibility.;Similar;0.6033180356025696
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;revert (<pr_link>);performance tuning;Similar;0.6163119077682495
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Save <file_name> allocation;Performance tuning;Similar;0.6376539468765259
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;fix conflicts after merged master;after merged master;Similar;0.5688409209251404
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Solve compile problem in java11  ;java11;Similar;0.7871035933494568
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Introduce  <file_name>  to distinguish from <iden>;distinguish from <iden>;Similar;0.7137542366981506
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Check config instance in <file_name> before create a new one;"-

None";Similar;0.6060901880264282
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Config optimization.  ;add, hold reference of, change from-spring to include-spring-env;Similar;0.6281826496124268
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;support handle of exception from <iden> or <iden> ( <pr_link> ) <enter> fix <pr_link>;handle of exception from <iden> or <iden> <enter> fix <pr_link>;Similar;0.7510117292404175
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Fix configurator bug;configurator;Similar;0.6339879035949707
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Fix NPE in <file_name>  ;Fix;Similar;0.7355948090553284
Fix <issue_link> Java <iden> use _ split language, country, variant. ( <pr_link> );use _ split language, country, variant;Move <iden> in config-api to bootstrap temporarily;to solve the unreasonable dependency problem between modules;Similar;0.6386286616325378
