level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
104;256;"This patchset do the initial mechanical convertion of all the places that
calls mmu_notifier_range_init to also provide the default MMU_NOTIFY_UNMAP
event as well as the vma if it is know (most invalidation happens against
a given vma)";"do the initial mechanical conversion of all the places that call mmu_notifier_range_init to also provide the default MMU_NOTIFY_UNMAP event as well as the vma
";most invalidation happens against a given vma;https://api.github.com/repos/torvalds/linux/git/commits/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131;https://github.com/torvalds/linux/commit/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131
105;257;" Passing down the vma allows the users of mmu notifier to
inspect the new vma page protection";Passing down the vma;allows the users of mmu notifier to inspect the new vma page protection;https://api.github.com/repos/torvalds/linux/git/commits/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131;https://github.com/torvalds/linux/commit/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131
106;258;"The MMU_NOTIFY_UNMAP is always the safe default as users of mmu notifier
should assume that every for the range is going away when that event
happens";The MMU_NOTIFY_UNMAP is always the safe default;users of mmu notifier should assume that every for the range is going away when that event happens;https://api.github.com/repos/torvalds/linux/git/commits/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131;https://github.com/torvalds/linux/commit/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131
107;260;"This is done as 2 patches so that no call site is forgotten especialy
as it uses this following coccinelle patch";This is done as 2 patches;so that no call site is forgotten especialy as it uses this following coccinelle patch;https://api.github.com/repos/torvalds/linux/git/commits/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131;https://github.com/torvalds/linux/commit/6f4f13e8d9e27cefd2cd88dd4fd80aa6d68b9131
108;262;"Since setting global init process to some memory cgroup is technically
possible, oom_kill_memcg_member() must check it";Check if setting global init process to some memory cgroup is technically possible;Possible;https://api.github.com/repos/torvalds/linux/git/commits/d342a0b38674867ea67fde47b0e1e60ffe9f17a2;https://github.com/torvalds/linux/commit/d342a0b38674867ea67fde47b0e1e60ffe9f17a2
109;276;mm, oom: fix use-after-free in oom_kill_process;fix use-after-free in oom_kill_process;use-after-free;https://api.github.com/repos/torvalds/linux/git/commits/cefc7ef3c87d02fc9307835868ff721ea12cc597;https://github.com/torvalds/linux/commit/cefc7ef3c87d02fc9307835868ff721ea12cc597
110;280;" The easiest fix is to do
get/put across the for_each_thread() on the selected task";Get/put across the for_each_thread() on the selected task;The easiest fix is;https://api.github.com/repos/torvalds/linux/git/commits/cefc7ef3c87d02fc9307835868ff721ea12cc597;https://github.com/torvalds/linux/commit/cefc7ef3c87d02fc9307835868ff721ea12cc597
112;289;"Fix this bug using an approach used by commit 855b018325737f76 (""oom,
oom_reaper: disable oom_reaper for oom_kill_allocating_task"")";Fix this bug;"using an approach used by commit 855b018325737f76 (""oom, oom_reaper: disable oom_reaper for oom_kill_allocating_task"")";https://api.github.com/repos/torvalds/linux/git/commits/9bcdeb51bd7d2ae9fe65ea4d60643d2aeef5bfe3;https://github.com/torvalds/linux/commit/9bcdeb51bd7d2ae9fe65ea4d60643d2aeef5bfe3
114;294;" Now that we have a single line for the oom
context, we can trivially add both the oom memcg (this can be either
global_oom or a specific memcg which hits its hard limits) and task_memcg
which is the victim's memcg";We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;https://api.github.com/repos/torvalds/linux/git/commits/f0c867d9588d9efc10d6a55009c9560336673369;https://github.com/torvalds/linux/commit/f0c867d9588d9efc10d6a55009c9560336673369
116;305;"oom-kill:constraint=CONSTRAINT_NONE,nodemask=(null),cpuset=/,mems_allowed=0-1,task=panic,pid=10737,uid=0
An admin can easily get the full oom context at a single line which
makes parsing much easier.";An admin can easily get the full oom context at a single line;makes parsing much easier;https://api.github.com/repos/torvalds/linux/git/commits/ef8444ea01d7442652f8e1b8a8b94278cb57eafd;https://github.com/torvalds/linux/commit/ef8444ea01d7442652f8e1b8a8b94278cb57eafd
117;306;mm, oom: fix missing tlb_finish_mmu() in __oom_reap_task_mm().;fix missing tlb_finish_mmu() in __oom_reap_task_mm();missing tlb_finish_mmu() in __oom_reap_task_mm();https://api.github.com/repos/torvalds/linux/git/commits/79cc81057eef7ad846588976296ab0f266c1a7a5;https://github.com/torvalds/linux/commit/79cc81057eef7ad846588976296ab0f266c1a7a5
118;310;" This alone is not harmful and it
seems there shouldn't be any such callers for oom victims at all but
there is no real reason to skip tlb_finish_mmu on early skip either so
call it.";call tlb_finish_mmu;there is no real reason to skip tlb_finish_mmu on early skip either;https://api.github.com/repos/torvalds/linux/git/commits/79cc81057eef7ad846588976296ab0f266c1a7a5;https://github.com/torvalds/linux/commit/79cc81057eef7ad846588976296ab0f266c1a7a5
123;319;"This commit splits oom_kill_process() with an intention to re-use the the
second half: __oom_kill_process()";Split oom_kill_process();With an intention to re-use the second half;https://api.github.com/repos/torvalds/linux/git/commits/5989ad7b5ede38d605c588981f634c08252abfc3;https://github.com/torvalds/linux/commit/5989ad7b5ede38d605c588981f634c08252abfc3
124;321;" We don't need to print the debug information for the each
task, as well as play with task selection (considering task's children),
so we can't use the existing oom_kill_process().";We don't need to print the debug information for the each task, as well as play with task selection (considering task's children), so we can't use the existing oom_kill_process();Not mentioned in the sentence;https://api.github.com/repos/torvalds/linux/git/commits/5989ad7b5ede38d605c588981f634c08252abfc3;https://github.com/torvalds/linux/commit/5989ad7b5ede38d605c588981f634c08252abfc3
126;327;" - Increases mmap_sem hold time a little by moving
   trace_finish_task_reaping() inside the locked region";Move trace_finish_task_reaping() inside the locked region;Increases mmap_sem hold time a little;https://api.github.com/repos/torvalds/linux/git/commits/431f42fdfdb36f06f43c711fc59be9b814d8fb22;https://github.com/torvalds/linux/commit/431f42fdfdb36f06f43c711fc59be9b814d8fb22
127;329;"Add a short explanation for the return value and fix the rest by
reorganizing the function a bit to have unified function exit paths.";Add a short explanation for the return value and fix the rest by reorganizing the function a bit to have unified function exit paths.;to have unified function exit paths;https://api.github.com/repos/torvalds/linux/git/commits/431f42fdfdb36f06f43c711fc59be9b814d8fb22;https://github.com/torvalds/linux/commit/431f42fdfdb36f06f43c711fc59be9b814d8fb22
129;332;" Add a small printk prior to the
task dump informing that the memory units are actually memory _pages_";Add a small printk prior to the task dump informing;that the memory units are actually memory _pages_;https://api.github.com/repos/torvalds/linux/git/commits/c3b78b11efbb2865433abf9d22c004ffe4a73f5c;https://github.com/torvalds/linux/commit/c3b78b11efbb2865433abf9d22c004ffe4a73f5c
130;333;Also extends PID field to align on up to 7 characters;extends PID field;align on up to 7 characters;https://api.github.com/repos/torvalds/linux/git/commits/c3b78b11efbb2865433abf9d22c004ffe4a73f5c;https://github.com/torvalds/linux/commit/c3b78b11efbb2865433abf9d22c004ffe4a73f5c
131;341;" Although this is possible in principle
let's wait for it to actually happen in real life before we make the
locking more complex again";let's wait for it to actually happen in real life before we make the locking more complex again;Although this is possible in principle;https://api.github.com/repos/torvalds/linux/git/commits/af5679fbc669f31f7ebd0d473bca76c24c07de30;https://github.com/torvalds/linux/commit/af5679fbc669f31f7ebd0d473bca76c24c07de30
134;356;"I think we can improve that even further because there is a common pattern
to do a range lookup first and then do something about that";improve that even further;there is a common pattern to do a range lookup first and then do something about that;https://api.github.com/repos/torvalds/linux/git/commits/93065ac753e4443840a057bfef4be71ec766fde9;https://github.com/torvalds/linux/commit/93065ac753e4443840a057bfef4be71ec766fde9
135;357;" The first
part can be done without a sleeping lock in most cases AFAICS";The first part can be done without a sleeping lock in most cases;AFAICS (As far as I can see);https://api.github.com/repos/torvalds/linux/git/commits/93065ac753e4443840a057bfef4be71ec766fde9;https://github.com/torvalds/linux/commit/93065ac753e4443840a057bfef4be71ec766fde9
137;365;Add comments describing oom_lock's scope.;Add comments describing oom_lock's scope;describing oom_lock's scope;https://api.github.com/repos/torvalds/linux/git/commits/a195d3f5b74f3f45a6742f9063b5e95a2522b46d;https://github.com/torvalds/linux/commit/a195d3f5b74f3f45a6742f9063b5e95a2522b46d
138;373;This should be solved in a more reasonable way (e.g;solve in a more reasonable way;more reasonable way;https://api.github.com/repos/torvalds/linux/git/commits/9bfe5ded054b8e28a94c78580f233d6879a00146;https://github.com/torvalds/linux/commit/9bfe5ded054b8e28a94c78580f233d6879a00146
140;375; This is a quick fixup to remove a stale code.;remove a stale code;quick fixup;https://api.github.com/repos/torvalds/linux/git/commits/9bfe5ded054b8e28a94c78580f233d6879a00146;https://github.com/torvalds/linux/commit/9bfe5ded054b8e28a94c78580f233d6879a00146
141;379;"  page_counter_limit() -> page_counter_set_max()
  mem_cgroup_get_limit() -> mem_cgroup_get_max()
  mem_cgroup_resize_limit() -> mem_cgroup_resize_max()
  memcg_update_kmem_limit() -> memcg_update_kmem_max()
  memcg_update_tcp_limit() -> memcg_update_tcp_max()
The idea behind this renaming is to have the direct matching
between memory cgroup knobs (low, high, max) and page_counters API";Rename page_counter_limit() to page_counter_set_max();The idea behind this renaming is to have the direct matching between memory cgroup knobs (low, high, max) and page_counters API;https://api.github.com/repos/torvalds/linux/git/commits/bbec2e15170aae3e084d7d9afc730aeebe01b654;https://github.com/torvalds/linux/commit/bbec2e15170aae3e084d7d9afc730aeebe01b654
142;380;This is pure renaming, this patch doesn't bring any functional change.;renaming;doesn't bring any functional change;https://api.github.com/repos/torvalds/linux/git/commits/bbec2e15170aae3e084d7d9afc730aeebe01b654;https://github.com/torvalds/linux/commit/bbec2e15170aae3e084d7d9afc730aeebe01b654
145;388;" The oom reaper can not
run on the mm anymore so the munlock is safe to do in exit_mmap()";The oom reaper cannot run on the mm anymore;the munlock is safe to do in exit_mmap();https://api.github.com/repos/torvalds/linux/git/commits/27ae357fa82be5ab73b2ef8d39dcb8ca2563483a;https://github.com/torvalds/linux/commit/27ae357fa82be5ab73b2ef8d39dcb8ca2563483a
146;389;" It
also matches the logic that the oom reaper currently uses for
determining when to set MMF_OOM_SKIP itself, so there's no new risk of
excessive oom killing";There is no clear decision in this sentence.;There is no clear rationale in this sentence.;https://api.github.com/repos/torvalds/linux/git/commits/27ae357fa82be5ab73b2ef8d39dcb8ca2563483a;https://github.com/torvalds/linux/commit/27ae357fa82be5ab73b2ef8d39dcb8ca2563483a
147;395;Remove the CAP_SYS_ADMIN bias so that all processes are treated equally;Remove the CAP_SYS_ADMIN bias;so that all processes are treated equally;https://api.github.com/repos/torvalds/linux/git/commits/d46078b2888947a86b6bb997cd5927e602e8fdc9;https://github.com/torvalds/linux/commit/d46078b2888947a86b6bb997cd5927e602e8fdc9
148;396;"If any CAP_SYS_ADMIN process would like to be biased against, it is
always allowed to adjust /proc/pid/oom_score_adj.";It is always allowed to adjust /proc/pid/oom_score_adj;If any CAP_SYS_ADMIN process would like to be biased against;https://api.github.com/repos/torvalds/linux/git/commits/d46078b2888947a86b6bb997cd5927e602e8fdc9;https://github.com/torvalds/linux/commit/d46078b2888947a86b6bb997cd5927e602e8fdc9
152;406;"The race would look like this
  oom_reaper		oom_victim		task
						mmget_not_zero
			do_exit
			  mmput
  __oom_reap_task_mm				mmput
  						  __mmput
						    exit_mmap
						      remove_vma
    unmap_page_range
Fix this issue by providing a new mm_is_oom_victim() helper which
operates on the mm struct rather than a task";Fix this issue by providing a new mm_is_oom_victim() helper;operates on the mm struct rather than a task;https://api.github.com/repos/torvalds/linux/git/commits/4837fe37adff1d159904f0c013471b1ecbcb455e;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e
153;407;" Any context which
operates on a remote mm struct should use this helper in place of
tsk_is_oom_victim";use this helper in place of tsk_is_oom_victim;Any context which operates on a remote mm struct should use this helper;https://api.github.com/repos/torvalds/linux/git/commits/4837fe37adff1d159904f0c013471b1ecbcb455e;https://github.com/torvalds/linux/commit/4837fe37adff1d159904f0c013471b1ecbcb455e
